Time,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1F1Distance,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay,C1F2Distance,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F4Distance,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,C1S1Distance
1731072502.73,19.8,0.541,0.0,1.35,3586.5363610313493,19.8,1.187,0.0,10.5,4297.187560777397,19.8,0.669,0.0,0.858,3789.133181217044,39.7,1.185,0.0,3.02,7655.7820771758525
1731072503.23,20.5,0.563,0.0,1.07,3586.4429801685123,19.8,0.956,0.0,1.74,4297.140706330199,20.5,0.752,0.0,1.43,3789.160461104808,40.3,1.076,0.0,2.13,7655.447774979282
1731072503.73,19.9,0.73,0.0,0.797,3586.349599383753,20.5,0.843,0.0,1.88,4297.0938519539,19.8,0.546,0.0,1.65,3789.187763228421,39.7,1.354,0.0,1.93,7655.443696213736
1731072504.23,19.8,0.635,0.0,1.11,3586.2562186770765,19.8,0.855,0.0,2.06,4297.0469976485,19.8,0.4,0.0,0.765,3789.2150875874017,40.3,1.482,0.0,2.5,7655.330110565636
1731072504.73,19.8,0.714,0.0,1.2,3586.162838048489,19.9,1.081,0.0,1.66,4297.000143414009,19.8,0.298,0.0,1.2,3789.242434181269,39.0,0.623,0.0,1.56,7655.49302119627
1731072505.23,20.5,0.75,0.0,6.62,3586.069457497999,20.5,1.027,0.0,1.32,4296.953289250419,20.5,0.238,0.0,5.35,3789.269803009545,41.0,0.65,0.0,1.61,7655.644225111676
1731072505.73,19.8,0.843,0.0,1.1,3585.9760770256125,19.8,0.892,0.0,2.39,4296.906435157741,19.8,0.221,0.0,0.846,3789.297194071745,39.7,0.715,0.0,2.21,7655.145242558898
1731072506.23,19.8,0.639,0.0,0.855,3585.882696631333,19.8,0.979,0.0,2.24,4296.859581135972,19.8,0.323,0.0,0.834,3789.324607367388,40.3,0.7,0.0,13.1,7655.269759762496
1731072506.73,19.8,0.519,0.0,0.937,3585.789316315169,19.9,1.029,0.0,1.79,4296.812727185116,19.8,0.334,0.0,1.3,3789.352042895989,39.7,0.772,0.0,2.49,7655.61838031235
1731072507.23,20.5,0.489,0.0,1.37,3585.695936077123,19.8,1.133,0.0,3.71,4296.765873305178,20.5,0.363,0.0,1.65,3789.379500657066,40.3,0.879,0.0,1.51,7655.426058378259
1731072507.73,19.8,0.674,0.0,0.841,3585.6025559172053,20.5,1.048,0.0,3.04,4296.719019496156,19.8,0.377,0.0,0.762,3789.4069806501375,39.7,0.911,0.0,2.19,7655.022034802475
1731072508.23,19.9,0.636,0.0,1.21,3585.509175835421,19.9,1.216,0.0,1.72,4296.672165758054,19.8,0.339,0.0,1.21,3789.43448287472,39.7,0.998,0.016,2.09,7655.763072060994
1731072508.73,19.8,0.766,0.0,0.887,3585.415795831775,19.8,1.289,0.0,1.82,4296.625312090874,19.9,0.886,0.0,1.13,3789.462007330329,39.7,1.095,0.0,1.67,7655.117783799475
1731072509.23,20.5,0.622,0.0,1.18,3585.3224159062747,20.5,1.199,0.0,2.35,4296.578458494619,20.5,0.557,0.0,0.741,3789.4895540164775,39.7,0.552,0.0,1.4,7655.360248380469
1731072509.73,19.8,0.673,0.0,1.39,3585.229036058923,19.8,1.426,0.0,1.53,4296.531604969292,19.9,0.444,0.0,1.11,3789.517122932683,40.3,0.703,0.0,1.99,7655.218477917678
1731072510.23,19.8,0.626,0.0,0.854,3585.135656289731,19.8,1.34,0.0,2.78,4296.484751514895,19.8,0.346,0.0,1.46,3789.544714078461,40.3,0.499,0.0,1.69,7655.446118239705
1731072510.73,19.8,0.722,0.0,1.26,3585.042276598701,19.8,1.263,0.0,3.28,4296.437898131428,19.9,0.439,0.0,6.56,3789.572327453324,39.7,0.64,0.0,7.32,7655.769346053453
1731072511.23,20.5,0.737,0.0,1.32,3584.9488969858417,20.5,1.594,0.0,1.72,4296.391044818895,20.5,0.423,0.0,0.949,3789.599963056788,40.3,0.707,0.0,1.63,7654.926205215847
1731072511.73,19.8,0.894,0.0,3.11,3584.855517451157,19.2,0.901,0.0,1.9,4296.344191577299,19.8,0.497,0.0,1.1,3789.627620888364,39.0,1.079,0.016,1.71,7655.4191033372435
1731072512.23,19.8,0.864,0.0,1.09,3584.762137994653,20.5,0.764,0.0,10.1,4296.297338406643,19.8,0.454,0.0,0.852,3789.655300947567,40.3,0.745,0.0,1.93,7654.945075599511
1731072512.73,19.8,0.869,0.0,0.86,3584.668758616338,19.8,1.155,0.0,1.82,4296.250485306927,19.8,0.623,0.0,1.51,3789.683003233911,39.8,0.81,0.0,2.58,7655.270873337288
1731072513.23,20.5,0.803,0.0,0.971,3584.575379316216,20.5,0.894,0.0,1.81,4296.203632278153,20.5,0.503,0.0,1.16,3789.710727746908,39.7,0.685,0.0,2.19,7655.649053475005
1731072513.73,19.8,0.903,0.0,1.29,3584.4820000942964,19.8,0.788,0.0,1.92,4296.156779320327,19.8,0.554,0.0,0.779,3789.73847448607,40.3,0.799,0.0,1.73,7655.375150701812
1731072514.23,19.8,1.058,0.0,1.29,3584.3886209505804,19.8,1.288,0.0,1.66,4296.109926433446,19.8,0.852,0.0,1.93,3789.766243450908,40.3,0.942,0.0,3.21,7655.543021474044
1731072514.73,19.8,0.598,0.0,0.958,3584.2952418850764,19.8,0.938,0.0,1.82,4296.063073617519,19.8,0.608,0.0,2.19,3789.794034640932,39.7,0.696,0.0,3.67,7655.122708290366
1731072515.23,19.8,0.396,0.0,0.783,3584.2018628977908,20.5,0.903,0.0,1.97,4296.016220872542,20.5,0.534,0.0,3.28,3789.821848055657,40.3,0.838,0.0,5.19,7655.444236285254
1731072515.73,20.5,0.461,0.0,1.27,3584.108483988731,19.9,0.875,0.0,1.82,4295.969368198521,19.8,0.672,0.0,1.35,3789.849683694592,39.7,0.896,0.0,2.97,7654.898582933435
1731072516.23,19.8,0.356,0.0,1.65,3584.0151051579014,19.8,0.849,0.0,2.18,4295.922515595457,19.8,0.631,0.0,1.86,3789.877541557247,40.3,0.974,0.0,3.38,7655.496773767141
1731072516.73,19.8,0.523,0.0,0.744,3583.921726405308,19.8,0.775,0.0,7.87,4295.875663063352,19.9,0.391,0.0,1.03,3789.9054216431314,39.7,1.036,0.0,1.64,7655.129542722148
1731072517.23,20.5,0.439,0.0,5.41,3583.8283477309565,20.5,0.794,0.0,1.79,4295.828810602211,20.5,0.576,0.0,0.903,3789.933323951754,40.3,1.138,0.0,2.25,7654.940617391814
1731072517.73,19.8,0.379,0.0,1.57,3583.734969134854,19.8,0.856,0.0,2.16,4295.781958212032,19.9,0.679,0.0,1.09,3789.961248482627,39.7,0.753,0.0,2.13,7655.573418762389
1731072518.23,19.8,0.58,0.0,0.791,3583.6415906170087,19.9,0.873,0.0,3.4,4295.735105892821,19.8,0.485,0.0,1.16,3789.989195235258,40.3,0.73,0.0,2.32,7654.96138307573
1731072518.73,19.8,0.679,0.0,1.24,3583.5482121774226,19.8,0.877,0.0,3.11,4295.688253644577,19.8,0.423,0.0,1.35,3790.017164209155,39.7,0.686,0.0,2.57,7655.400614463619
1731072519.23,19.9,0.487,0.0,1.13,3583.4548338161044,20.5,0.767,0.0,1.8,4295.6414014673055,20.5,0.558,0.0,1.27,3790.045155403825,40.3,1.068,0.0,2.47,7655.511790923443
1731072519.73,20.5,0.512,0.0,0.812,3583.361455533058,19.8,0.979,0.0,3.59,4295.594549361009,19.8,0.515,0.0,3.63,3790.073168818776,39.0,0.808,0.016,5.01,7655.036209451256
1731072520.23,19.9,0.418,0.0,1.11,3583.2680773282923,19.8,1.147,0.0,4.23,4295.5476973256855,19.9,0.637,0.0,1.23,3790.101204453517,40.3,1.039,0.0,2.39,7655.087003701686
1731072520.73,19.8,0.552,0.0,1.39,3583.1746992018125,19.8,0.916,0.0,2.04,4295.500845361342,19.8,0.505,0.0,1.28,3790.129262307553,39.7,0.97,0.0,1.82,7654.738731049946
1731072521.23,20.5,0.517,0.0,0.757,3583.081321153624,20.5,1.135,0.0,3.37,4295.453993467978,20.5,0.642,0.0,1.11,3790.157342380393,40.3,1.137,0.0,3.39,7655.199387432439
1731072521.73,19.8,0.474,0.0,1.41,3582.987943183734,19.8,1.014,0.0,3.36,4295.407141645596,19.8,0.644,0.0,1.35,3790.18544467154,39.7,1.056,0.0,1.89,7654.95881845481
1731072522.23,19.9,0.605,0.0,1.22,3582.894565292146,19.8,1.079,0.0,2.23,4295.360289894202,19.8,0.641,0.0,1.68,3790.213569180502,40.3,0.732,0.0,2.85,7654.795790352928
1731072522.73,19.8,0.634,0.0,0.745,3582.801187478869,19.8,1.233,0.0,2.48,4295.313438213794,19.9,0.667,0.0,1.14,3790.241715906784,39.7,0.884,0.0,2.02,7655.270619110557
1731072523.23,19.9,0.535,0.0,1.36,3582.7078097439094,20.5,1.588,0.0,2.03,4295.266586604374,20.5,0.703,0.0,1.01,3790.2698848498894,40.3,1.166,0.0,2.14,7655.250994021691
1731072523.73,20.5,0.7,0.0,1.39,3582.614432087272,19.8,1.445,0.0,2.01,4295.219735065949,19.8,0.807,0.0,0.892,3790.2980760093274,39.7,1.162,0.0,2.41,7655.044589448633
1731072524.23,19.8,0.616,0.0,0.792,3582.521054508962,19.8,1.025,0.0,1.52,4295.172883598517,19.8,0.819,0.0,1.17,3790.3262893845967,40.3,1.189,0.0,2.53,7654.927779044086
1731072524.73,19.8,0.801,0.0,1.19,3582.427677008985,19.9,0.97,0.0,2.33,4295.126032202083,19.9,0.54,0.0,1.55,3790.3545249752015,39.7,1.16,0.0,9.55,7654.916286608898
1731072525.23,20.5,0.599,0.0,1.05,3582.334299587352,20.5,0.83,0.0,2.71,4295.079180876646,19.8,0.498,0.0,0.731,3790.3827827806513,40.3,1.35,0.0,1.73,7655.147397462451
1731072525.73,19.8,0.654,0.0,0.798,3582.2409222440638,19.8,0.806,0.0,3.82,4295.032329622211,20.5,0.48,0.0,1.23,3790.4110628004446,39.7,1.307,0.0,3.02,7655.166032242998
1731072526.23,19.8,0.786,0.0,1.12,3582.14754497913,19.8,0.933,0.0,11.1,4294.985478438781,19.8,0.275,0.0,6.61,3790.439365034086,39.6,0.576,0.0,3.69,7655.024673417341
1731072526.73,19.8,0.717,0.0,4.49,3582.054167792553,19.9,0.967,0.0,2.14,4294.938627326354,19.9,0.425,0.0,0.857,3790.467689481077,40.3,0.75,0.0,1.79,7654.701332917966
1731072527.23,20.5,0.716,0.0,0.767,3581.960790684342,19.8,1.274,0.0,1.87,4294.89177628494,20.5,0.329,0.0,1.09,3790.496036140916,40.3,0.75,0.0,3.07,7655.255251767528
1731072527.73,19.8,0.678,0.0,1.09,3581.8674136545023,20.5,0.995,0.0,2.19,4294.844925314533,19.8,0.261,0.0,1.43,3790.5244050131114,39.1,0.77,0.016,3.57,7654.866606190055
1731072528.23,19.8,0.54,0.0,1.47,3581.774036703041,19.8,1.048,0.0,1.82,4294.798074415141,19.8,0.45,0.0,0.86,3790.55279609716,40.3,0.966,0.0,1.91,7655.156148063864
1731072528.73,19.8,0.601,0.0,0.848,3581.680659829964,19.8,1.088,0.0,1.87,4294.751223586763,19.8,0.376,0.0,1.35,3790.581209392565,39.7,0.971,0.0,1.93,7655.09858405747
1731072529.23,19.8,0.808,0.0,1.25,3581.587283035275,20.5,1.194,0.0,2.29,4294.704372829402,20.5,0.252,0.0,1.34,3790.609644898826,40.3,0.995,0.0,9.78,7655.1678075669715
1731072529.73,20.5,0.635,0.0,1.24,3581.4939063189818,19.9,1.11,0.0,1.83,4294.657522143065,19.8,0.313,0.0,0.826,3790.638102615441,39.7,0.982,0.0,1.85,7654.879980502829
1731072530.23,19.9,0.633,0.0,0.731,3581.40052968109,19.8,1.378,0.0,2.47,4294.6106715277465,19.8,0.466,0.0,1.16,3790.666582541914,39.7,1.046,0.0,2.02,7655.071531785477
1731072530.73,19.8,0.727,0.0,0.856,3581.3071531216087,19.8,1.502,0.0,8.71,4294.563820983453,19.9,0.529,0.0,5.0,3790.695084677743,40.3,0.568,0.0,1.9,7655.405527695547
1731072531.23,20.5,0.729,0.0,1.11,3581.2137766405403,20.5,1.496,0.0,2.58,4294.516970510187,20.5,0.379,0.0,0.865,3790.7236090224255,40.4,0.524,0.0,2.14,7654.87353509673
1731072531.73,19.8,0.673,0.0,1.42,3581.1204002378927,19.8,1.351,0.0,1.73,4294.470120107951,19.8,0.347,0.0,1.2,3790.7521555754615,39.6,0.611,0.0,1.6,7655.108400579389
1731072532.23,19.8,0.717,0.0,6.46,3581.0270239136694,19.9,1.521,0.0,1.64,4294.423269776747,19.8,0.483,0.0,1.05,3790.7807243363454,40.3,0.786,0.0,2.31,7654.57363290722
1731072532.73,19.8,0.791,0.0,0.828,3580.9336476678814,19.8,1.304,0.0,2.52,4294.376419516576,19.8,0.498,0.0,0.797,3790.8093153045834,39.7,0.767,0.0,2.75,7654.912616244054
1731072533.23,20.5,0.833,0.0,1.01,3580.840271500532,19.8,0.751,0.0,2.27,4294.32956932744,20.5,0.453,0.0,1.23,3790.837928479665,40.3,0.558,0.0,1.75,7655.104096608516
1731072533.73,19.8,0.828,0.0,0.98,3580.7468954116266,20.5,0.819,0.0,1.52,4294.282719209344,19.8,0.458,0.0,1.54,3790.866563861092,39.7,0.994,0.0,4.48,7654.679386125809
1731072534.23,19.8,1.057,0.0,0.876,3580.653519401173,19.8,0.806,0.0,2.56,4294.2358691622885,19.8,0.389,0.0,0.89,3790.895221448359,40.3,0.801,0.0,2.51,7654.7394658150415
1731072534.73,19.8,0.938,0.0,1.58,3580.5601434691744,19.8,0.763,0.0,2.75,4294.189019186278,19.9,0.451,0.0,2.92,3790.9239012409626,39.7,0.677,0.0,1.77,7654.8508770363005
1731072535.23,20.5,0.912,0.0,1.83,3580.466767615641,20.5,1.197,0.0,3.42,4294.142169281311,20.5,0.579,0.0,2.93,3790.9526032384,39.6,0.718,0.016,1.62,7654.898098387499
1731072535.73,19.8,1.021,0.0,0.747,3580.373391840577,19.9,1.142,0.0,1.82,4294.095319447391,19.8,0.593,0.0,8.58,3790.981327440166,39.7,0.786,0.0,2.42,7654.835594373816
1731072536.23,19.8,0.665,0.0,1.29,3580.280016143989,19.8,1.124,0.0,2.96,4294.048469684523,19.8,0.53,0.0,1.16,3791.010073845756,40.4,0.652,0.0,2.03,7654.854077963036
1731072536.73,19.8,0.344,0.0,1.08,3580.186640525883,19.8,0.819,0.0,1.69,4294.001619992708,19.9,0.597,0.0,0.869,3791.038842454665,39.7,0.829,0.0,2.34,7654.512748484568
1731072537.23,20.5,0.567,0.0,2.17,3580.093264986262,19.8,0.935,0.0,1.64,4293.954770371947,19.8,0.677,0.031,1.23,3791.0676332663857,40.3,0.941,0.0,1.98,7655.026367086502
1731072537.73,19.8,0.348,0.0,1.07,3579.9998895251374,20.5,0.645,0.0,2.11,4293.907920822244,19.8,0.495,0.0,1.09,3791.096446280416,39.7,0.83,0.0,2.08,7654.772091220758
1731072538.23,19.9,0.327,0.0,0.955,3579.906514142513,19.8,0.747,0.0,1.74,4293.861071343599,19.8,0.386,0.0,0.85,3791.125281496247,40.3,1.061,0.0,4.0,7654.865893961493
1731072538.73,19.8,0.363,0.0,1.08,3579.813138838396,19.8,1.02,0.0,1.6,4293.814221936017,19.2,0.525,0.032,1.18,3791.154138913374,39.7,0.913,0.0,1.87,7655.178933673159
1731072539.23,20.5,0.358,0.0,1.27,3579.719763612789,20.5,0.761,0.0,1.69,4293.767372599497,20.5,0.421,0.0,1.14,3791.183018531288,40.3,0.611,0.0,2.71,7654.652408761218
1731072539.73,19.8,0.593,0.0,0.841,3579.626388465701,19.8,0.939,0.0,3.14,4293.720523334047,19.8,0.446,0.0,0.856,3791.21192034948,39.7,0.718,0.0,6.73,7654.729691952352
1731072540.23,19.8,0.474,0.0,0.913,3579.533013397138,19.8,0.962,0.0,13.4,4293.673674139664,19.8,0.504,0.0,1.42,3791.240844367448,39.7,0.67,0.016,2.12,7654.843432727261
1731072540.73,19.9,0.354,0.0,1.65,3579.439638407107,19.8,0.996,0.0,1.88,4293.626825016352,19.8,0.479,0.0,1.14,3791.26979058468,39.7,0.891,0.0,2.51,7654.415738949771
1731072541.23,20.5,0.355,0.0,0.923,3579.346263495613,20.5,0.806,0.0,2.07,4293.579975964114,20.5,0.521,0.0,2.12,3791.2987590006674,40.3,0.82,0.0,1.91,7654.391479148089
1731072541.73,19.8,0.565,0.0,0.943,3579.252888662661,19.8,0.948,0.0,2.01,4293.53312698295,19.8,0.513,0.0,0.813,3791.327749614903,39.7,1.112,0.0,2.49,7654.482411199717
1731072542.23,19.8,0.51,0.0,0.838,3579.159513908258,19.8,1.138,0.0,2.11,4293.486278072868,19.8,0.554,0.0,1.23,3791.3567624268735,40.3,1.189,0.0,2.36,7654.571231367108
1731072542.73,19.8,0.46,0.0,1.18,3579.066139232411,19.8,1.071,0.0,2.24,4293.439429233863,19.8,0.611,0.0,2.31,3791.385797436076,39.7,1.007,0.0,3.14,7654.981786326153
1731072543.23,20.5,0.529,0.0,1.16,3578.9727646351266,20.5,1.017,0.0,1.53,4293.392580465942,20.5,0.619,0.0,0.829,3791.414854641998,39.7,0.736,0.0,9.42,7654.986526820158
1731072543.73,19.8,0.585,0.0,0.8,3578.879390116409,19.8,1.036,0.0,2.15,4293.345731769105,19.9,0.661,0.0,1.14,3791.443934044127,40.3,0.769,0.0,2.73,7654.564836783279
1731072544.23,19.8,0.506,0.0,5.31,3578.7860156762663,19.8,1.107,0.0,2.37,4293.298883143357,19.8,0.639,0.0,1.31,3791.473035641953,39.0,1.055,0.032,1.65,7654.4299947975505
1731072544.73,19.8,0.528,0.0,1.53,3578.6926413147016,19.9,1.444,0.0,6.55,4293.252034588699,19.8,1.011,0.0,0.857,3791.502159434964,39.7,1.086,0.0,2.09,7654.682944461154
1731072545.23,20.5,0.594,0.0,0.811,3578.5992670317246,20.5,1.372,0.0,1.56,4293.205186105132,20.5,0.836,0.0,1.2,3791.531305422652,40.3,1.06,0.0,2.05,7654.374392821522
1731072545.73,19.8,0.558,0.0,1.23,3578.5058928273406,19.2,0.825,0.0,1.72,4293.15833769266,19.8,0.883,0.0,1.22,3791.560473604502,39.0,1.061,0.016,2.22,7654.587524081239
1731072546.23,19.8,0.617,0.0,1.36,3578.4125187015543,20.5,0.841,0.0,1.84,4293.111489351283,19.8,0.759,0.0,0.867,3791.589663980005,40.3,1.307,0.0,2.3,7654.509211762969
1731072546.73,19.8,0.686,0.0,0.874,3578.3191446543733,19.8,0.967,0.0,2.26,4293.064641081007,19.8,0.337,0.0,5.37,3791.618876548644,39.7,1.312,0.0,1.9,7654.646966543188
1731072547.23,19.8,0.682,0.0,1.2,3578.2257706858013,20.5,0.788,0.0,1.85,4293.017792881833,20.5,0.24,0.0,1.59,3791.648111309909,40.3,1.437,0.0,2.33,7654.410981153832
1731072547.73,20.5,0.672,0.0,1.3,3578.132396795848,19.8,0.913,0.0,2.0,4292.970944753762,19.8,0.222,0.0,0.743,3791.677368263286,39.7,0.628,0.0,5.44,7654.456038796056
1731072548.23,19.8,0.7,0.0,0.976,3578.039022984517,19.8,1.172,0.0,1.85,4292.924096696796,19.9,0.444,0.0,1.12,3791.7066474082617,39.7,0.921,0.016,2.21,7654.400085680999
1731072548.73,19.8,0.705,0.0,1.28,3577.9456492518166,19.8,0.965,0.0,2.1,4292.877248710939,19.8,0.273,0.0,1.47,3791.735948744322,39.7,0.737,0.0,2.75,7654.477461749866
1731072549.23,19.8,0.532,0.0,0.84,3577.852275597751,20.5,1.228,0.0,6.47,4292.830400796192,20.5,0.554,0.0,0.686,3791.765272270952,40.3,0.739,0.0,1.4,7654.233531705222
1731072549.73,20.5,0.492,0.0,1.69,3577.7589020223254,19.8,1.068,0.0,1.55,4292.78355295256,19.8,0.438,0.0,1.23,3791.794617987635,39.7,0.852,0.0,1.94,7654.397807800473
1731072550.23,19.8,0.55,0.0,8.22,3577.665528525549,19.8,1.081,0.0,2.98,4292.736705180042,19.8,0.368,0.0,1.29,3791.823985893859,40.3,0.906,0.0,2.33,7654.154729942594
1731072550.73,19.8,0.777,0.0,0.701,3577.5721551074266,19.9,1.332,0.0,2.13,4292.689857478641,19.8,0.357,0.0,0.823,3791.853375989109,39.7,1.068,0.0,1.92,7654.696187624969
1731072551.23,20.5,0.564,0.0,1.19,3577.4787817679658,20.5,1.455,0.0,1.93,4292.6430098483615,20.5,0.408,0.0,1.2,3791.882788272866,40.3,0.98,0.0,2.04,7654.136186435924
1731072551.73,19.8,0.651,0.0,0.855,3577.385408507169,19.8,1.41,0.0,2.19,4292.596162289203,19.8,0.301,0.0,1.53,3791.912222744616,39.1,0.438,0.0,1.65,7654.353390193473
1731072552.23,19.8,0.73,0.0,1.01,3577.2920353250443,19.8,1.229,0.0,1.82,4292.549314801172,19.8,0.33,0.0,0.775,3791.9416794038375,40.9,0.468,0.0,4.42,7654.303099360151
1731072552.73,19.8,0.699,0.0,1.22,3577.1986622215986,19.8,2.011,0.0,1.65,4292.5024673842645,19.8,0.454,0.0,1.05,3791.97115825002,39.7,1.054,0.0,1.78,7654.603706272544
1731072553.23,20.5,0.655,0.0,1.06,3577.105289196839,19.9,1.561,0.0,2.19,4292.455620038488,20.5,0.417,0.0,1.02,3792.000659282643,40.3,0.6,0.0,1.74,7654.179536093775
1731072553.73,19.8,0.852,0.0,0.732,3577.01191625077,20.5,1.327,0.0,3.97,4292.4087727638425,19.9,0.351,0.0,0.738,3792.030182501189,39.7,0.964,0.0,1.51,7654.581314499964
1731072554.23,19.8,0.73,0.0,1.58,3576.918543383397,19.9,1.248,0.0,2.63,4292.361925560331,19.8,0.825,0.0,1.23,3792.05972790514,40.3,0.939,0.0,2.37,7654.188450704628
1731072554.73,19.8,0.739,0.0,4.41,3576.825170594727,19.8,0.726,0.0,1.64,4292.315078427958,19.9,0.444,0.0,1.63,3792.089295493975,39.0,0.724,0.016,2.09,7654.230223336731
1731072555.23,20.5,0.858,0.0,0.708,3576.7317978847664,19.8,0.719,0.0,2.57,4292.268231366721,20.5,0.462,0.0,0.812,3792.1188852671794,40.3,0.691,0.0,2.11,7654.563024913012
1731072555.73,19.8,0.965,0.0,1.66,3576.638425253523,20.5,1.014,0.0,2.78,4292.221384376627,19.8,0.788,0.0,1.15,3792.148497224232,39.7,1.067,0.0,1.59,7654.614683625394
1731072556.23,19.8,0.903,0.0,1.535,3576.5450527010003,19.8,0.902,0.0,1.5,4292.174537457674,19.8,0.648,0.0,3.16,3792.178131364613,40.3,0.566,0.0,2.81,7654.438001562404
1731072556.73,19.8,0.904,0.0,1.41,3576.451680227206,19.8,0.926,0.0,2.58,4292.127690609867,19.8,0.573,0.0,5.17,3792.2077876878006,39.7,0.63,0.0,3.66,7654.599993879936
1731072557.23,20.5,1.035,0.0,1.255,3576.3583078321435,20.5,0.785,0.0,2.15,4292.080843833211,20.5,0.481,0.0,3.155,3792.237466193276,40.4,0.637,0.0,9.72,7654.13187870428
1731072557.73,19.2,0.429,0.0,1.1,3576.2649355158237,19.9,0.997,0.0,1.64,4292.033997127702,19.8,0.68,0.0,1.14,3792.267166880519,39.6,0.975,0.0,2.79,7654.52295257224
1731072558.23,20.4,0.317,0.0,1.11,3576.17156327825,19.8,0.725,0.0,3.16,4291.987150493347,19.8,0.605,0.0,1.31,3792.296889749008,40.4,0.768,0.0,2.81,7654.012424148863
1731072558.73,20.0,0.294,0.0,0.847,3576.078191119428,19.8,0.691,0.0,1.82,4291.940303930146,19.9,0.473,0.0,0.755,3792.326634798221,39.0,0.689,0.016,1.52,7654.2323236789725
1731072559.23,20.5,0.303,0.0,1.25,3575.984819039365,20.5,0.635,0.0,1.92,4291.893457438103,20.5,0.527,0.0,1.25,3792.3564020276367,40.3,0.97,0.0,2.18,7653.901711737038
1731072559.73,19.8,0.334,0.0,1.49,3575.8914470380664,19.8,0.665,0.0,1.39,4291.846611017221,19.8,0.474,0.0,1.58,3792.386191436732,39.7,0.975,0.0,2.74,7654.216370500184
1731072560.23,19.8,0.43,0.0,6.08,3575.79807511554,19.8,0.687,0.0,2.36,4291.799764667499,19.9,0.4,0.0,0.728,3792.416003024985,39.0,0.588,0.016,1.59,7654.26293262962
1731072560.73,19.8,0.393,0.0,1.12,3575.7047032717896,19.8,0.845,0.0,2.73,4291.752918388942,19.8,0.391,0.0,1.17,3792.445836791872,40.4,0.619,0.0,2.02,7654.46776549279
1731072561.23,20.5,0.367,0.0,1.47,3575.611331506824,20.5,0.835,0.0,1.55,4291.706072181552,20.5,0.434,0.0,1.21,3792.4756927368703,40.3,0.712,0.0,2.27,7654.596617995096
1731072561.73,19.8,0.442,0.0,0.823,3575.517959820648,19.8,0.819,0.0,2.05,4291.659226045329,19.8,0.437,0.0,6.56,3792.505570859456,39.7,0.672,0.0,7.79,7654.011524074618
1731072562.23,19.8,0.457,0.0,1.18,3575.424588213265,19.8,0.917,0.0,2.07,4291.612379980281,19.8,0.526,0.0,1.31,3792.535471159102,40.3,0.779,0.0,2.07,7654.281341469485
1731072562.73,19.8,0.598,0.0,0.982,3575.331216684686,19.8,0.876,0.0,3.12,4291.565533986403,19.8,0.513,0.0,0.946,3792.565393635289,39.7,0.91,0.0,1.55,7654.305261133484
1731072563.23,20.5,0.462,0.0,0.86,3575.237845234915,20.5,0.886,0.0,11.5,4291.518688063702,19.9,0.592,0.0,0.918,3792.5953382874895,40.3,0.851,0.0,1.98,7654.052214449152
1731072563.73,19.8,0.445,0.0,1.29,3575.14447386396,19.8,1.014,0.0,1.64,4291.47184221218,20.5,0.584,0.0,2.13,3792.6253051151793,39.7,1.13,0.0,2.15,7653.769274886173
1731072564.23,19.8,0.48,0.0,1.2,3575.0511025718224,19.8,1.232,0.0,1.99,4291.424996431837,19.8,0.597,0.0,0.854,3792.655294117831,39.7,1.023,0.016,2.1,7653.996886293084
1731072564.73,19.8,0.488,0.0,1.92,3574.957731358512,19.8,1.215,0.0,2.33,4291.37815072268,19.8,0.738,0.0,1.34,3792.685305294917,39.7,0.89,0.0,2.34,7654.241332295187
1731072565.23,19.8,0.77,0.0,1.19,3574.8643602240345,19.9,1.197,0.0,1.75,4291.3313050847055,20.5,0.605,0.0,1.39,3792.715338645915,40.3,0.754,0.0,1.61,7654.151569543059
1731072565.73,20.5,0.619,0.0,0.89,3574.770989168397,20.5,1.146,0.0,1.63,4291.28445951792,19.8,0.608,0.0,0.883,3792.745394170297,39.7,0.847,0.0,2.78,7654.303209449826
1731072566.23,19.8,0.515,0.0,1.4,3574.677618191605,19.8,1.207,0.0,2.05,4291.237614022323,19.9,0.645,0.0,1.02,3792.775471867535,40.3,0.973,0.0,5.02,7654.282435928541
1731072566.73,19.8,0.536,0.0,1.09,3574.584247293663,19.8,0.958,0.0,2.15,4291.190768597918,19.8,0.656,0.0,0.871,3792.8055717371017,39.7,0.995,0.0,1.57,7653.988095259093
1731072567.23,20.5,0.677,0.0,0.964,3574.490876474578,19.8,0.841,0.0,2.49,4291.143923244711,20.5,0.608,0.0,3.54,3792.835693778468,39.7,1.298,0.016,2.17,7653.82024138362
1731072567.73,19.8,0.712,0.0,1.86,3574.3975057343573,20.5,0.827,0.0,5.71,4291.097077962697,19.9,0.544,0.0,1.16,3792.865837991109,39.7,1.242,0.0,2.67,7654.2076817273455
1731072568.23,19.8,0.715,0.0,1.39,3574.304135073008,19.8,0.912,0.0,2.29,4291.050232751884,19.8,0.219,0.0,0.876,3792.896004374494,40.3,1.467,0.0,1.73,7654.2794261244335
1731072568.73,19.9,0.65,0.0,0.792,3574.210764490533,19.8,1.2,0.0,2.55,4291.003387612272,19.8,0.599,0.0,1.32,3792.926192928094,39.0,0.57,0.0,2.24,7654.1411575970515
