1731067770.230885577: PING 192.168.6.12 (192.168.6.12) 56(84) bytes of data.
1731070422.586845831: 64 bytes from 192.168.6.12: icmp_seq=1285 ttl=64 time=1.12 ms
1731070423.086863493: 64 bytes from 192.168.6.12: icmp_seq=1286 ttl=64 time=0.792 ms
1731070423.611164466: 64 bytes from 192.168.6.12: icmp_seq=1287 ttl=64 time=1.45 ms
1731070424.112295591: 64 bytes from 192.168.6.12: icmp_seq=1288 ttl=64 time=0.920 ms
1731070424.614917319: 64 bytes from 192.168.6.12: icmp_seq=1289 ttl=64 time=1.66 ms
1731070425.114823280: 64 bytes from 192.168.6.12: icmp_seq=1290 ttl=64 time=0.905 ms
1731070425.617415503: 64 bytes from 192.168.6.12: icmp_seq=1291 ttl=64 time=3.02 ms
1731070426.124387263: 64 bytes from 192.168.6.12: icmp_seq=1292 ttl=64 time=7.21 ms
1731070426.618853776: 64 bytes from 192.168.6.12: icmp_seq=1293 ttl=64 time=0.930 ms
1731070427.130906326: 64 bytes from 192.168.6.12: icmp_seq=1294 ttl=64 time=1.03 ms
1731070427.631890856: 64 bytes from 192.168.6.12: icmp_seq=1295 ttl=64 time=1.18 ms
1731070428.133704426: 64 bytes from 192.168.6.12: icmp_seq=1296 ttl=64 time=3.14 ms
1731070428.632757673: 64 bytes from 192.168.6.12: icmp_seq=1297 ttl=64 time=1.09 ms
1731070429.132839391: 64 bytes from 192.168.6.12: icmp_seq=1298 ttl=64 time=0.831 ms
1731070429.659704385: 64 bytes from 192.168.6.12: icmp_seq=1299 ttl=64 time=1.94 ms
1731070430.159792475: 64 bytes from 192.168.6.12: icmp_seq=1300 ttl=64 time=1.64 ms
1731070430.662863036: 64 bytes from 192.168.6.12: icmp_seq=1301 ttl=64 time=4.08 ms
1731070431.161807345: 64 bytes from 192.168.6.12: icmp_seq=1302 ttl=64 time=1.49 ms
1731070431.663978429: 64 bytes from 192.168.6.12: icmp_seq=1303 ttl=64 time=2.37 ms
1731070432.166529044: 64 bytes from 192.168.6.12: icmp_seq=1304 ttl=64 time=3.74 ms
1731070432.665024229: 64 bytes from 192.168.6.12: icmp_seq=1305 ttl=64 time=1.78 ms
1731070433.166176506: 64 bytes from 192.168.6.12: icmp_seq=1306 ttl=64 time=1.84 ms
1731070433.666930531: 64 bytes from 192.168.6.12: icmp_seq=1307 ttl=64 time=1.76 ms
1731070434.168355229: 64 bytes from 192.168.6.12: icmp_seq=1308 ttl=64 time=1.51 ms
1731070434.669811075: 64 bytes from 192.168.6.12: icmp_seq=1309 ttl=64 time=1.95 ms
1731070435.169483054: 64 bytes from 192.168.6.12: icmp_seq=1310 ttl=64 time=1.31 ms
1731070435.671304501: 64 bytes from 192.168.6.12: icmp_seq=1311 ttl=64 time=2.13 ms
1731070436.172638076: 64 bytes from 192.168.6.12: icmp_seq=1312 ttl=64 time=1.91 ms
1731070436.672467395: 64 bytes from 192.168.6.12: icmp_seq=1313 ttl=64 time=1.74 ms
1731070437.178858595: 64 bytes from 192.168.6.12: icmp_seq=1314 ttl=64 time=7.28 ms
1731070437.675948905: 64 bytes from 192.168.6.12: icmp_seq=1315 ttl=64 time=1.82 ms
1731070438.175988539: 64 bytes from 192.168.6.12: icmp_seq=1316 ttl=64 time=1.97 ms
1731070438.675815635: 64 bytes from 192.168.6.12: icmp_seq=1317 ttl=64 time=1.35 ms
1731070439.176820372: 64 bytes from 192.168.6.12: icmp_seq=1318 ttl=64 time=1.37 ms
1731070439.677645029: 64 bytes from 192.168.6.12: icmp_seq=1319 ttl=64 time=1.46 ms
1731070440.179356358: 64 bytes from 192.168.6.12: icmp_seq=1320 ttl=64 time=1.26 ms
1731070440.680385694: 64 bytes from 192.168.6.12: icmp_seq=1321 ttl=64 time=1.56 ms
1731070441.181214720: 64 bytes from 192.168.6.12: icmp_seq=1322 ttl=64 time=1.75 ms
1731070441.688415211: 64 bytes from 192.168.6.12: icmp_seq=1323 ttl=64 time=7.29 ms
1731070442.183599201: 64 bytes from 192.168.6.12: icmp_seq=1324 ttl=64 time=2.13 ms
1731070442.684391661: 64 bytes from 192.168.6.12: icmp_seq=1325 ttl=64 time=1.16 ms
1731070443.184622487: 64 bytes from 192.168.6.12: icmp_seq=1326 ttl=64 time=0.714 ms
1731070443.705883979: 64 bytes from 192.168.6.12: icmp_seq=1327 ttl=64 time=0.747 ms
1731070444.218232313: 64 bytes from 192.168.6.12: icmp_seq=1328 ttl=64 time=0.978 ms
1731070444.718460707: 64 bytes from 192.168.6.12: icmp_seq=1329 ttl=64 time=1.12 ms
1731070445.219857919: 64 bytes from 192.168.6.12: icmp_seq=1330 ttl=64 time=1.49 ms
1731070445.720310266: 64 bytes from 192.168.6.12: icmp_seq=1331 ttl=64 time=0.734 ms
1731070446.234237534: 64 bytes from 192.168.6.12: icmp_seq=1332 ttl=64 time=0.831 ms
1731070446.746602883: 64 bytes from 192.168.6.12: icmp_seq=1333 ttl=64 time=0.797 ms
1731070447.258382702: 64 bytes from 192.168.6.12: icmp_seq=1334 ttl=64 time=0.805 ms
1731070447.770110207: 64 bytes from 192.168.6.12: icmp_seq=1335 ttl=64 time=1.08 ms
1731070448.270586873: 64 bytes from 192.168.6.12: icmp_seq=1336 ttl=64 time=0.833 ms
1731070448.794732875: 64 bytes from 192.168.6.12: icmp_seq=1337 ttl=64 time=1.33 ms
1731070449.295188261: 64 bytes from 192.168.6.12: icmp_seq=1338 ttl=64 time=0.796 ms
1731070449.818655441: 64 bytes from 192.168.6.12: icmp_seq=1339 ttl=64 time=0.881 ms
1731070450.330662246: 64 bytes from 192.168.6.12: icmp_seq=1340 ttl=64 time=0.948 ms
1731070450.830884415: 64 bytes from 192.168.6.12: icmp_seq=1341 ttl=64 time=1.00 ms
1731070451.332385274: 64 bytes from 192.168.6.12: icmp_seq=1342 ttl=64 time=1.53 ms
1731070451.833528499: 64 bytes from 192.168.6.12: icmp_seq=1343 ttl=64 time=0.950 ms
1731070452.337208257: 64 bytes from 192.168.6.12: icmp_seq=1344 ttl=64 time=5.27 ms
1731070452.833386752: 64 bytes from 192.168.6.12: icmp_seq=1345 ttl=64 time=0.895 ms
1731070453.335181451: 64 bytes from 192.168.6.12: icmp_seq=1346 ttl=64 time=0.864 ms
1731070453.851514278: 64 bytes from 192.168.6.12: icmp_seq=1347 ttl=64 time=0.916 ms
1731070454.362906295: 64 bytes from 192.168.6.12: icmp_seq=1348 ttl=64 time=1.11 ms
1731070454.863254287: 64 bytes from 192.168.6.12: icmp_seq=1349 ttl=64 time=1.17 ms
1731070455.365206961: 64 bytes from 192.168.6.12: icmp_seq=1350 ttl=64 time=1.78 ms
1731070455.865702164: 64 bytes from 192.168.6.12: icmp_seq=1351 ttl=64 time=0.873 ms
1731070456.365207609: 64 bytes from 192.168.6.12: icmp_seq=1352 ttl=64 time=0.962 ms
1731070456.866093501: 64 bytes from 192.168.6.12: icmp_seq=1353 ttl=64 time=0.901 ms
1731070457.369952829: 64 bytes from 192.168.6.12: icmp_seq=1354 ttl=64 time=1.09 ms
1731070457.872934030: 64 bytes from 192.168.6.12: icmp_seq=1355 ttl=64 time=1.77 ms
1731070458.379410024: 64 bytes from 192.168.6.12: icmp_seq=1356 ttl=64 time=8.11 ms
1731070458.872615724: 64 bytes from 192.168.6.12: icmp_seq=1357 ttl=64 time=0.980 ms
1731070459.373964806: 64 bytes from 192.168.6.12: icmp_seq=1358 ttl=64 time=0.792 ms
1731070459.898693155: 64 bytes from 192.168.6.12: icmp_seq=1359 ttl=64 time=1.21 ms
1731070460.399527294: 64 bytes from 192.168.6.12: icmp_seq=1360 ttl=64 time=0.853 ms
1731070460.922354236: 64 bytes from 192.168.6.12: icmp_seq=1361 ttl=64 time=0.753 ms
1731070461.434208199: 64 bytes from 192.168.6.12: icmp_seq=1362 ttl=64 time=0.917 ms
1731070461.946844438: 64 bytes from 192.168.6.12: icmp_seq=1363 ttl=64 time=0.989 ms
1731070462.447377628: 64 bytes from 192.168.6.12: icmp_seq=1364 ttl=64 time=1.44 ms
1731070462.948405364: 64 bytes from 192.168.6.12: icmp_seq=1365 ttl=64 time=1.96 ms
1731070463.448366926: 64 bytes from 192.168.6.12: icmp_seq=1366 ttl=64 time=1.05 ms
1731070463.949338963: 64 bytes from 192.168.6.12: icmp_seq=1367 ttl=64 time=1.27 ms
1731070464.449832317: 64 bytes from 192.168.6.12: icmp_seq=1368 ttl=64 time=0.976 ms
1731070464.949683378: 64 bytes from 192.168.6.12: icmp_seq=1369 ttl=64 time=1.08 ms
1731070465.450347802: 64 bytes from 192.168.6.12: icmp_seq=1370 ttl=64 time=1.04 ms
1731070465.955946281: 64 bytes from 192.168.6.12: icmp_seq=1371 ttl=64 time=5.72 ms
1731070466.454717040: 64 bytes from 192.168.6.12: icmp_seq=1372 ttl=64 time=2.20 ms
1731070466.954103978: 64 bytes from 192.168.6.12: icmp_seq=1373 ttl=64 time=1.13 ms
1731070467.455616792: 64 bytes from 192.168.6.12: icmp_seq=1374 ttl=64 time=1.45 ms
1731070467.956861262: 64 bytes from 192.168.6.12: icmp_seq=1375 ttl=64 time=1.71 ms
1731070468.456780788: 64 bytes from 192.168.6.12: icmp_seq=1376 ttl=64 time=1.04 ms
1731070468.957406227: 64 bytes from 192.168.6.12: icmp_seq=1377 ttl=64 time=1.17 ms
1731070469.458667844: 64 bytes from 192.168.6.12: icmp_seq=1378 ttl=64 time=1.24 ms
1731070469.959390054: 64 bytes from 192.168.6.12: icmp_seq=1379 ttl=64 time=1.25 ms
1731070470.462236694: 64 bytes from 192.168.6.12: icmp_seq=1380 ttl=64 time=3.51 ms
1731070470.960439549: 64 bytes from 192.168.6.12: icmp_seq=1381 ttl=64 time=1.03 ms
1731070471.462404478: 64 bytes from 192.168.6.12: icmp_seq=1382 ttl=64 time=1.82 ms
1731070471.963096318: 64 bytes from 192.168.6.12: icmp_seq=1383 ttl=64 time=1.32 ms
1731070472.463615372: 64 bytes from 192.168.6.12: icmp_seq=1384 ttl=64 time=0.899 ms
1731070472.966619771: 64 bytes from 192.168.6.12: icmp_seq=1385 ttl=64 time=2.61 ms
1731070473.464234930: 64 bytes from 192.168.6.12: icmp_seq=1386 ttl=64 time=0.884 ms
1731070473.977916263: 64 bytes from 192.168.6.12: icmp_seq=1387 ttl=64 time=0.801 ms
1731070474.490652738: 64 bytes from 192.168.6.12: icmp_seq=1388 ttl=64 time=0.882 ms
1731070474.991015359: 64 bytes from 192.168.6.12: icmp_seq=1389 ttl=64 time=1.18 ms
1731070475.492472556: 64 bytes from 192.168.6.12: icmp_seq=1390 ttl=64 time=1.88 ms
1731070475.992735531: 64 bytes from 192.168.6.12: icmp_seq=1391 ttl=64 time=0.825 ms
1731070476.506353917: 64 bytes from 192.168.6.12: icmp_seq=1392 ttl=64 time=0.969 ms
1731070477.006965563: 64 bytes from 192.168.6.12: icmp_seq=1393 ttl=64 time=1.14 ms
1731070477.508820179: 64 bytes from 192.168.6.12: icmp_seq=1394 ttl=64 time=1.71 ms
1731070478.009390960: 64 bytes from 192.168.6.12: icmp_seq=1395 ttl=64 time=1.03 ms
1731070478.509628395: 64 bytes from 192.168.6.12: icmp_seq=1396 ttl=64 time=0.886 ms
1731070479.034260271: 64 bytes from 192.168.6.12: icmp_seq=1397 ttl=64 time=1.02 ms
1731070479.535086321: 64 bytes from 192.168.6.12: icmp_seq=1398 ttl=64 time=1.01 ms
1731070480.036549930: 64 bytes from 192.168.6.12: icmp_seq=1399 ttl=64 time=1.56 ms
1731070480.536779006: 64 bytes from 192.168.6.12: icmp_seq=1400 ttl=64 time=0.915 ms
1731070481.037604275: 64 bytes from 192.168.6.12: icmp_seq=1401 ttl=64 time=1.07 ms
1731070481.537839434: 64 bytes from 192.168.6.12: icmp_seq=1402 ttl=64 time=0.823 ms
1731070482.042242022: 64 bytes from 192.168.6.12: icmp_seq=1403 ttl=64 time=0.758 ms
1731070482.553907952: 64 bytes from 192.168.6.12: icmp_seq=1404 ttl=64 time=0.723 ms
1731070483.070282632: 64 bytes from 192.168.6.12: icmp_seq=1405 ttl=64 time=0.974 ms
1731070483.571254530: 64 bytes from 192.168.6.12: icmp_seq=1406 ttl=64 time=1.26 ms
1731070484.070496351: 64 bytes from 192.168.6.12: icmp_seq=1407 ttl=64 time=0.702 ms
1731070484.602012024: 64 bytes from 192.168.6.12: icmp_seq=1408 ttl=64 time=0.889 ms
1731070485.114419676: 64 bytes from 192.168.6.12: icmp_seq=1409 ttl=64 time=0.940 ms
1731070485.617965624: 64 bytes from 192.168.6.12: icmp_seq=1410 ttl=64 time=3.43 ms
1731070486.118375705: 64 bytes from 192.168.6.12: icmp_seq=1411 ttl=64 time=2.50 ms
1731070486.617638022: 64 bytes from 192.168.6.12: icmp_seq=1412 ttl=64 time=0.953 ms
1731070487.117383731: 64 bytes from 192.168.6.12: icmp_seq=1413 ttl=64 time=0.791 ms
1731070487.642732409: 64 bytes from 192.168.6.12: icmp_seq=1414 ttl=64 time=1.07 ms
1731070488.142494092: 64 bytes from 192.168.6.12: icmp_seq=1415 ttl=64 time=0.986 ms
1731070488.644389610: 64 bytes from 192.168.6.12: icmp_seq=1416 ttl=64 time=1.50 ms
1731070489.144692654: 64 bytes from 192.168.6.12: icmp_seq=1417 ttl=64 time=0.840 ms
1731070489.658707881: 64 bytes from 192.168.6.12: icmp_seq=1418 ttl=64 time=0.783 ms
1731070490.170234560: 64 bytes from 192.168.6.12: icmp_seq=1419 ttl=64 time=0.968 ms
1731070490.671176853: 64 bytes from 192.168.6.12: icmp_seq=1420 ttl=64 time=0.856 ms
1731070491.194656293: 64 bytes from 192.168.6.12: icmp_seq=1421 ttl=64 time=1.22 ms
1731070491.695408777: 64 bytes from 192.168.6.12: icmp_seq=1422 ttl=64 time=0.744 ms
1731070492.218783412: 64 bytes from 192.168.6.12: icmp_seq=1423 ttl=64 time=0.825 ms
1731070492.730583131: 64 bytes from 192.168.6.12: icmp_seq=1424 ttl=64 time=0.807 ms
1731070493.242415936: 64 bytes from 192.168.6.12: icmp_seq=1425 ttl=64 time=0.878 ms
1731070493.745989456: 64 bytes from 192.168.6.12: icmp_seq=1426 ttl=64 time=2.86 ms
1731070494.248199783: 64 bytes from 192.168.6.12: icmp_seq=1427 ttl=64 time=3.76 ms
1731070494.746373335: 64 bytes from 192.168.6.12: icmp_seq=1428 ttl=64 time=1.05 ms
1731070495.247291913: 64 bytes from 192.168.6.12: icmp_seq=1429 ttl=64 time=1.02 ms
1731070495.754927086: 64 bytes from 192.168.6.12: icmp_seq=1430 ttl=64 time=8.72 ms
1731070496.249066818: 64 bytes from 192.168.6.12: icmp_seq=1431 ttl=64 time=0.912 ms
1731070496.749104287: 64 bytes from 192.168.6.12: icmp_seq=1432 ttl=64 time=0.741 ms
1731070497.276139527: 64 bytes from 192.168.6.12: icmp_seq=1433 ttl=64 time=2.10 ms
1731070497.777139848: 64 bytes from 192.168.6.12: icmp_seq=1434 ttl=64 time=1.85 ms
1731070498.279428256: 64 bytes from 192.168.6.12: icmp_seq=1435 ttl=64 time=3.30 ms
1731070498.778368814: 64 bytes from 192.168.6.12: icmp_seq=1436 ttl=64 time=1.60 ms
1731070499.280323199: 64 bytes from 192.168.6.12: icmp_seq=1437 ttl=64 time=1.74 ms
1731070499.780389439: 64 bytes from 192.168.6.12: icmp_seq=1438 ttl=64 time=2.00 ms
1731070500.280577103: 64 bytes from 192.168.6.12: icmp_seq=1439 ttl=64 time=0.983 ms
1731070500.781422968: 64 bytes from 192.168.6.12: icmp_seq=1440 ttl=64 time=1.54 ms
1731070501.284414488: 64 bytes from 192.168.6.12: icmp_seq=1441 ttl=64 time=3.30 ms
1731070501.783396484: 64 bytes from 192.168.6.12: icmp_seq=1442 ttl=64 time=1.45 ms
1731070502.284674437: 64 bytes from 192.168.6.12: icmp_seq=1443 ttl=64 time=1.13 ms
1731070502.785094559: 64 bytes from 192.168.6.12: icmp_seq=1444 ttl=64 time=1.26 ms
1731070503.286608681: 64 bytes from 192.168.6.12: icmp_seq=1445 ttl=64 time=2.08 ms
1731070503.787917808: 64 bytes from 192.168.6.12: icmp_seq=1446 ttl=64 time=1.52 ms
1731070504.287981866: 64 bytes from 192.168.6.12: icmp_seq=1447 ttl=64 time=1.09 ms
1731070504.789575572: 64 bytes from 192.168.6.12: icmp_seq=1448 ttl=64 time=2.10 ms
1731070505.289235261: 64 bytes from 192.168.6.12: icmp_seq=1449 ttl=64 time=0.884 ms
1731070505.790043629: 64 bytes from 192.168.6.12: icmp_seq=1450 ttl=64 time=1.68 ms
1731070506.290766582: 64 bytes from 192.168.6.12: icmp_seq=1451 ttl=64 time=1.39 ms
1731070506.790828976: 64 bytes from 192.168.6.12: icmp_seq=1452 ttl=64 time=0.961 ms
1731070507.291876478: 64 bytes from 192.168.6.12: icmp_seq=1453 ttl=64 time=0.873 ms
1731070507.802153579: 64 bytes from 192.168.6.12: icmp_seq=1454 ttl=64 time=0.792 ms
1731070508.313885833: 64 bytes from 192.168.6.12: icmp_seq=1455 ttl=64 time=0.838 ms
1731070508.827198549: 64 bytes from 192.168.6.12: icmp_seq=1456 ttl=64 time=1.79 ms
1731070509.328450477: 64 bytes from 192.168.6.12: icmp_seq=1457 ttl=64 time=1.34 ms
1731070509.831292348: 64 bytes from 192.168.6.12: icmp_seq=1458 ttl=64 time=2.84 ms
1731070510.330987873: 64 bytes from 192.168.6.12: icmp_seq=1459 ttl=64 time=1.35 ms
1731070510.831788502: 64 bytes from 192.168.6.12: icmp_seq=1460 ttl=64 time=1.05 ms
1731070511.334376472: 64 bytes from 192.168.6.12: icmp_seq=1461 ttl=64 time=2.81 ms
1731070511.835253319: 64 bytes from 192.168.6.12: icmp_seq=1462 ttl=64 time=2.35 ms
1731070512.334772774: 64 bytes from 192.168.6.12: icmp_seq=1463 ttl=64 time=1.30 ms
1731070512.835086091: 64 bytes from 192.168.6.12: icmp_seq=1464 ttl=64 time=0.814 ms
1731070513.339043210: 64 bytes from 192.168.6.12: icmp_seq=1465 ttl=64 time=1.97 ms
1731070513.840332956: 64 bytes from 192.168.6.12: icmp_seq=1466 ttl=64 time=2.03 ms
1731070514.341497060: 64 bytes from 192.168.6.12: icmp_seq=1467 ttl=64 time=2.97 ms
1731070514.841607868: 64 bytes from 192.168.6.12: icmp_seq=1468 ttl=64 time=2.51 ms
1731070515.343891774: 64 bytes from 192.168.6.12: icmp_seq=1469 ttl=64 time=3.79 ms
1731070515.844410223: 64 bytes from 192.168.6.12: icmp_seq=1470 ttl=64 time=3.24 ms
1731070516.345580007: 64 bytes from 192.168.6.12: icmp_seq=1471 ttl=64 time=3.43 ms
1731070516.850933895: 64 bytes from 192.168.6.12: icmp_seq=1472 ttl=64 time=8.11 ms
1731070517.344961232: 64 bytes from 192.168.6.12: icmp_seq=1473 ttl=64 time=0.717 ms
1731070517.851103151: 64 bytes from 192.168.6.12: icmp_seq=1474 ttl=64 time=1.61 ms
1731070518.351451051: 64 bytes from 192.168.6.12: icmp_seq=1475 ttl=64 time=1.56 ms
1731070518.855545248: 64 bytes from 192.168.6.12: icmp_seq=1476 ttl=64 time=4.23 ms
1731070519.352902533: 64 bytes from 192.168.6.12: icmp_seq=1477 ttl=64 time=0.789 ms
1731070519.866785627: 64 bytes from 192.168.6.12: icmp_seq=1478 ttl=64 time=0.973 ms
1731070520.366331128: 64 bytes from 192.168.6.12: icmp_seq=1479 ttl=64 time=1.03 ms
1731070520.868061886: 64 bytes from 192.168.6.12: icmp_seq=1480 ttl=64 time=1.25 ms
1731070521.368148240: 64 bytes from 192.168.6.12: icmp_seq=1481 ttl=64 time=0.818 ms
1731070521.882226417: 64 bytes from 192.168.6.12: icmp_seq=1482 ttl=64 time=0.767 ms
1731070522.394455373: 64 bytes from 192.168.6.12: icmp_seq=1483 ttl=64 time=0.783 ms
1731070522.905696631: 64 bytes from 192.168.6.12: icmp_seq=1484 ttl=64 time=0.795 ms
1731070523.417706216: 64 bytes from 192.168.6.12: icmp_seq=1485 ttl=64 time=0.724 ms
1731070523.930993220: 64 bytes from 192.168.6.12: icmp_seq=1486 ttl=64 time=0.945 ms
1731070524.431158172: 64 bytes from 192.168.6.12: icmp_seq=1487 ttl=64 time=0.971 ms
1731070524.939237524: 64 bytes from 192.168.6.12: icmp_seq=1488 ttl=64 time=8.01 ms
1731070525.432834492: 64 bytes from 192.168.6.12: icmp_seq=1489 ttl=64 time=0.897 ms
1731070525.932395404: 64 bytes from 192.168.6.12: icmp_seq=1490 ttl=64 time=0.741 ms
1731070526.459890296: 64 bytes from 192.168.6.12: icmp_seq=1491 ttl=64 time=2.87 ms
1731070526.959767716: 64 bytes from 192.168.6.12: icmp_seq=1492 ttl=64 time=0.762 ms
1731070527.481601308: 64 bytes from 192.168.6.12: icmp_seq=1493 ttl=64 time=0.625 ms
1731070527.994344126: 64 bytes from 192.168.6.12: icmp_seq=1494 ttl=64 time=1.05 ms
1731070528.495104747: 64 bytes from 192.168.6.12: icmp_seq=1495 ttl=64 time=1.09 ms
1731070528.996828855: 64 bytes from 192.168.6.12: icmp_seq=1496 ttl=64 time=1.52 ms
1731070529.497051289: 64 bytes from 192.168.6.12: icmp_seq=1497 ttl=64 time=0.828 ms
1731070530.010726617: 64 bytes from 192.168.6.12: icmp_seq=1498 ttl=64 time=1.01 ms
1731070530.511284067: 64 bytes from 192.168.6.12: icmp_seq=1499 ttl=64 time=1.00 ms
1731070531.012340223: 64 bytes from 192.168.6.12: icmp_seq=1500 ttl=64 time=1.43 ms
1731070531.513056420: 64 bytes from 192.168.6.12: icmp_seq=1501 ttl=64 time=0.877 ms
1731070532.026608880: 64 bytes from 192.168.6.12: icmp_seq=1502 ttl=64 time=0.846 ms
1731070532.538643420: 64 bytes from 192.168.6.12: icmp_seq=1503 ttl=64 time=0.835 ms
1731070533.050831889: 64 bytes from 192.168.6.12: icmp_seq=1504 ttl=64 time=0.927 ms
1731070533.551236828: 64 bytes from 192.168.6.12: icmp_seq=1505 ttl=64 time=0.896 ms
1731070534.074744140: 64 bytes from 192.168.6.12: icmp_seq=1506 ttl=64 time=0.941 ms
1731070534.574911641: 64 bytes from 192.168.6.12: icmp_seq=1507 ttl=64 time=1.19 ms
1731070535.077488797: 64 bytes from 192.168.6.12: icmp_seq=1508 ttl=64 time=2.33 ms
1731070535.577035449: 64 bytes from 192.168.6.12: icmp_seq=1509 ttl=64 time=0.868 ms
1731070536.090656428: 64 bytes from 192.168.6.12: icmp_seq=1510 ttl=64 time=1.01 ms
1731070536.591578308: 64 bytes from 192.168.6.12: icmp_seq=1511 ttl=64 time=0.944 ms
1731070537.091123486: 64 bytes from 192.168.6.12: icmp_seq=1512 ttl=64 time=1.02 ms
1731070537.591978607: 64 bytes from 192.168.6.12: icmp_seq=1513 ttl=64 time=1.00 ms
1731070538.092559398: 64 bytes from 192.168.6.12: icmp_seq=1514 ttl=64 time=0.890 ms
1731070538.618801613: 64 bytes from 192.168.6.12: icmp_seq=1515 ttl=64 time=0.850 ms
1731070539.130411308: 64 bytes from 192.168.6.12: icmp_seq=1516 ttl=64 time=0.920 ms
1731070539.631439688: 64 bytes from 192.168.6.12: icmp_seq=1517 ttl=64 time=0.883 ms
1731070540.154646408: 64 bytes from 192.168.6.12: icmp_seq=1518 ttl=64 time=0.877 ms
1731070540.666618405: 64 bytes from 192.168.6.12: icmp_seq=1519 ttl=64 time=0.856 ms
1731070541.178357743: 64 bytes from 192.168.6.12: icmp_seq=1520 ttl=64 time=0.743 ms
1731070541.690142346: 64 bytes from 192.168.6.12: icmp_seq=1521 ttl=64 time=0.985 ms
1731070542.191747960: 64 bytes from 192.168.6.12: icmp_seq=1522 ttl=64 time=1.07 ms
1731070542.692012198: 64 bytes from 192.168.6.12: icmp_seq=1523 ttl=64 time=1.57 ms
1731070543.192348455: 64 bytes from 192.168.6.12: icmp_seq=1524 ttl=64 time=0.938 ms
1731070543.692457647: 64 bytes from 192.168.6.12: icmp_seq=1525 ttl=64 time=0.845 ms
1731070544.218421091: 64 bytes from 192.168.6.12: icmp_seq=1526 ttl=64 time=0.822 ms
1731070544.730476639: 64 bytes from 192.168.6.12: icmp_seq=1527 ttl=64 time=1.09 ms
1731070545.231524181: 64 bytes from 192.168.6.12: icmp_seq=1528 ttl=64 time=0.935 ms
1731070545.732711390: 64 bytes from 192.168.6.12: icmp_seq=1529 ttl=64 time=1.79 ms
1731070546.237422764: 64 bytes from 192.168.6.12: icmp_seq=1530 ttl=64 time=5.98 ms
1731070546.734083809: 64 bytes from 192.168.6.12: icmp_seq=1531 ttl=64 time=0.897 ms
1731070547.262399133: 64 bytes from 192.168.6.12: icmp_seq=1532 ttl=64 time=4.53 ms
1731070547.759499546: 64 bytes from 192.168.6.12: icmp_seq=1533 ttl=64 time=0.799 ms
1731070548.286061340: 64 bytes from 192.168.6.12: icmp_seq=1534 ttl=64 time=4.25 ms
1731070548.783856451: 64 bytes from 192.168.6.12: icmp_seq=1535 ttl=64 time=1.41 ms
1731070549.286333409: 64 bytes from 192.168.6.12: icmp_seq=1536 ttl=64 time=2.53 ms
1731070549.785675122: 64 bytes from 192.168.6.12: icmp_seq=1537 ttl=64 time=0.844 ms
1731070550.300915699: 64 bytes from 192.168.6.12: icmp_seq=1538 ttl=64 time=2.33 ms
1731070550.801838356: 64 bytes from 192.168.6.12: icmp_seq=1539 ttl=64 time=2.71 ms
1731070551.304282008: 64 bytes from 192.168.6.12: icmp_seq=1540 ttl=64 time=3.80 ms
1731070551.803297175: 64 bytes from 192.168.6.12: icmp_seq=1541 ttl=64 time=2.12 ms
1731070552.304746515: 64 bytes from 192.168.6.12: icmp_seq=1542 ttl=64 time=2.51 ms
1731070552.805991957: 64 bytes from 192.168.6.12: icmp_seq=1543 ttl=64 time=2.33 ms
1731070553.306058006: 64 bytes from 192.168.6.12: icmp_seq=1544 ttl=64 time=2.34 ms
1731070553.805268698: 64 bytes from 192.168.6.12: icmp_seq=1545 ttl=64 time=0.949 ms
1731070554.305581163: 64 bytes from 192.168.6.12: icmp_seq=1546 ttl=64 time=0.953 ms
1731070554.806138574: 64 bytes from 192.168.6.12: icmp_seq=1547 ttl=64 time=1.03 ms
1731070555.307462029: 64 bytes from 192.168.6.12: icmp_seq=1548 ttl=64 time=0.929 ms
1731070555.807526344: 64 bytes from 192.168.6.12: icmp_seq=1549 ttl=64 time=0.891 ms
1731070556.314812474: 64 bytes from 192.168.6.12: icmp_seq=1550 ttl=64 time=0.861 ms
1731070556.825967501: 64 bytes from 192.168.6.12: icmp_seq=1551 ttl=64 time=0.772 ms
1731070557.327512044: 64 bytes from 192.168.6.12: icmp_seq=1552 ttl=64 time=1.05 ms
1731070557.828197405: 64 bytes from 192.168.6.12: icmp_seq=1553 ttl=64 time=1.50 ms
1731070558.328681033: 64 bytes from 192.168.6.12: icmp_seq=1554 ttl=64 time=0.783 ms
1731070558.833088823: 64 bytes from 192.168.6.12: icmp_seq=1555 ttl=64 time=4.25 ms
1731070559.330897993: 64 bytes from 192.168.6.12: icmp_seq=1556 ttl=64 time=1.32 ms
1731070559.831253710: 64 bytes from 192.168.6.12: icmp_seq=1557 ttl=64 time=0.950 ms
1731070560.332364477: 64 bytes from 192.168.6.12: icmp_seq=1558 ttl=64 time=0.975 ms
1731070560.832428960: 64 bytes from 192.168.6.12: icmp_seq=1559 ttl=64 time=1.03 ms
1731070561.333967445: 64 bytes from 192.168.6.12: icmp_seq=1560 ttl=64 time=1.85 ms
1731070561.834094856: 64 bytes from 192.168.6.12: icmp_seq=1561 ttl=64 time=0.830 ms
1731070562.364046520: 64 bytes from 192.168.6.12: icmp_seq=1562 ttl=64 time=1.89 ms
1731070562.863166229: 64 bytes from 192.168.6.12: icmp_seq=1563 ttl=64 time=1.09 ms
